category,document_name,main_category,sub_category,detail_category,related_law,clause_count_approx,text_length,file_path
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0016,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법",80,3944,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0016.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0008,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법, 부동산 거래신고 등에 관한 법률",36,1358,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0008.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0033,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 부동산 거래신고 등에 관한 법률, 부가가치세법",63,3814,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0033.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0071,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 상법, 민법",37,2137,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0071.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0011,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법, 상법",157,13465,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0011.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0031,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법, 상법",25,4656,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0031.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0035,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 상법, 민법",87,4413,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0035.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0043,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법, 부동산 거래신고 등에 관한 법률",32,1243,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0043.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0006,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법, 국세기본법",26,1440,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0006.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0013,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법",76,3915,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0013.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0050,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"민법, 상가건물 임대차보호법, 부동산 거래신고 등에 관한 법률",18,1147,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0050.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0007,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법, 부동산 거래신고 등에 관한 법률",32,1148,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0007.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0030,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"민법, 상가건물 임대차보호법, 주택임대차보호법",34,1749,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0030.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0021,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법, 상법",44,2422,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0021.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0026,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차 보호법, 상법, 민법",145,7401,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0026.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0010,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 상법, 부동산 거래신고 등에 관한 법률",132,12058,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0010.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0020,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법, 상법",51,2336,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0020.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0046,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법",64,4485,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0046.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0048,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법",32,1506,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0048.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0034,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법, 부동산 거래신고 등에 관한 법률",25,2511,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0034.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0027,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법, 부동산 거래신고 등에 관한 법률",31,3732,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0027.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0029,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법, 부동산 거래신고 등에 관한 법률",112,7624,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0029.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0044,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법, 상법",51,2705,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0044.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0015,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법, 부동산 거래신고 등에 관한 법률",78,3979,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0015.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0124,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 상법, 부동산 거래신고 등에 관한 법률",53,2868,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0124.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0037,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 상법, 민법",86,5542,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0037.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0023,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법, 부동산 거래신고 등에 관한 법률",60,2949,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0023.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0009,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법, 공인중개사법",43,3496,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0009.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0028,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법",127,8686,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0028.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0036,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법, 부동산 거래신고 등에 관한 법률",26,1693,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0036.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0039,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법, 부가가치세법",28,1858,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0039.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0032,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법, 부가가치세법",95,6470,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0032.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0064,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법, 부동산 거래신고 등에 관한 법률",32,1515,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0064.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0055,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법, 국세기본법",20,569,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0055.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0059,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법",32,2116,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0059.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0038,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법, 부동산 거래신고 등에 관한 법률",35,1391,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0038.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0040,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법, 부동산 거래신고 등에 관한 법률",43,2283,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0040.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0053,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법, 부동산 거래 신고 등에 관한 법률",84,4303,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0053.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0056,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 상법, 민법",15,830,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0056.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0068,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법",177,10173,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0068.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0140,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법, 부동산 거래신고 등에 관한 법률",35,2041,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0140.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0058,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 부동산 거래신고 등에 관한 법률, 민법",17,963,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0058.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0067,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"부동산 거래신고 등에 관한 법률, 상법",27,877,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0067.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0062,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법, 화재로 인한 재해보상과 보험가입에 관한 법률",76,3773,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0062.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0066,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법, 상가건물 임대차보호법 시행령",26,1158,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0066.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0052,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법, 부동산 거래신고 등에 관한 법률",19,808,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0052.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0042,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 상법, 민법",72,4895,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0042.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0047,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법, 부동산 거래신고 등에 관한 법률",25,873,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0047.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0057,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법",69,3099,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0057.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0126,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법, 상가건물 임대차보호법 시행령",72,4199,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0126.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0080,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 상법, 민법",32,1207,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0080.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0065,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법, 부동산 거래신고 등에 관한 법률",31,1379,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0065.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0060,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"공인중개사법, 상가건물 임대차보호법, 민법",83,4109,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0060.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0079,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 상법, 민법",62,2656,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0079.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0024,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법, 부동산 거래 신고 등에 관한 법률",53,2713,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0024.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0072,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법",28,1152,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0072.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0054,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법, 부동산 거래신고 등에 관한 법률",50,1850,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0054.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0051,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법",32,1139,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0051.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0073,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 상법, 민법",109,7134,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0073.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0076,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법",27,1059,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0076.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0078,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법",113,6855,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0078.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0081,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 상법, 민법",18,949,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0081.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0082,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법",58,3119,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0082.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0090,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 부동산 거래신고 등에 관한 법률, 민법",36,1780,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0090.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0069,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 상법, 부동산 거래신고 등에 관한 법률",95,6929,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0069.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0110,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 의료법, 민법",53,2881,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0110.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0107,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 부동산 거래신고 등에 관한 법률, 민법",53,2453,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0107.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0098,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법, 부가가치세법",53,2539,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0098.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0096,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 상법, 민법",54,2958,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0096.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0093,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법, 상가건물 임대차보호법 시행령",26,1696,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0093.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0089,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법",97,7291,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0089.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0077,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법, 부동산 거래신고 등에 관한 법률",53,2255,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0077.txt
부동산매매_임대차_부동산임대,상업용부동산임대계약서_0091,부동산매매_임대차,부동산임대,상업용부동산임대계약서,"상가건물 임대차보호법, 민법, 공인중개사법",36,1789,부동산매매_임대차_부동산임대/상업용부동산임대계약서_0091.txt
